custom/intervention_type,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_rew_mean,custom/stage,train/std,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_fraction,train/value_loss,train/clip_range,train/explained_variance,train/n_updates,train/entropy_loss
"none",8,501.0,462,5156864,1,3.2563734,3,,,,,,,,,,,
"none",29,501.0,279,5160960,2,3.1656625,3,3.519962787628174,0.00025,-0.10084390363141817,0.060133524,-0.5827733278274536,0.5546000162760417,0.019825952279400857,0.2,0.8348911702632904,1560,-24.06532180806001
"none",49,501.0,246,5165056,3,3.0551803,3,3.5763630867004395,0.00025,-0.08800049369965564,0.053079836,-0.5748615264892578,0.5269500732421875,0.04128776918417619,0.2,0.752082109451294,1575,-24.20458534359932
"none",70,501.0,232,5169152,4,3.0884843,3,3.607405424118042,0.00025,-0.10334277042808632,0.058330122,-0.5918948650360107,0.53475341796875,0.023494611781886002,0.2,0.6575112640857697,1590,-24.298477987448376
"none",90,501.0,225,5173248,5,3.1024234,3,3.6501731872558594,0.00025,-0.08988915654384376,0.057916306,-0.5823610424995422,0.5087005615234375,0.03205219104808445,0.2,0.7190553843975067,1605,-24.41292410890261
"none",111,501.0,220,5177344,6,3.2256615,3,3.69775390625,0.00025,-0.09470270314801989,0.074073866,-0.5809619426727295,0.5440968831380208,0.028758955364173742,0.2,0.808783769607544,1620,-24.51699120302995
"none",132,501.0,216,5181440,7,3.259114,3,3.7367537021636963,0.00025,-0.09339179878831298,0.059137553,-0.5832180976867676,0.5342875162760417,0.047205016481651305,0.2,0.7455843091011047,1635,-24.62133505443732
"none",152,501.0,214,5185536,8,3.3055496,3,3.8406457901000977,0.00025,-0.09736596316821912,0.07305625,-0.5772818922996521,0.601348876953125,0.04249154521773259,0.2,0.8094281852245331,1650,-24.823673553268115
"none",173,501.0,212,5189632,9,3.3313403,3,3.9154772758483887,0.00025,-0.09369309699977749,0.059542324,-0.5965776443481445,0.5447703043619792,0.03376380634726957,0.2,0.7105346024036407,1665,-24.997638165950775
"none",193,501.0,211,5193728,10,3.534265,3,3.98220157623291,0.00025,-0.092912918322448,0.06371094,-0.5988588929176331,0.5084116617838542,0.034498387320976084,0.2,0.7795659899711609,1680,-25.168839450677236
"none",214,501.0,210,5197824,11,3.5732832,3,4.041692733764648,0.00025,-0.09820267982722726,0.054179102,-0.6094847321510315,0.5394907633463542,0.03059297077221951,0.2,0.7336680293083191,1695,-25.32867177426815
"none",235,501.0,209,5201920,12,3.5735931,3,4.075199604034424,0.00025,-0.08252588091345388,0.063986175,-0.5987647771835327,0.4995066324869792,0.04601733605765427,0.2,0.7523378729820251,1710,-25.377899858355523
"none",255,501.0,208,5206016,13,3.5108988,3,4.129160404205322,0.00025,-0.10212294112716336,0.06831464,-0.6165443658828735,0.5586751302083334,0.029184390463342424,0.2,0.8010475337505341,1725,-25.516396740078925
