#{"t_start": 1753119761.0549352, "env_id": null}
r,l,t
1.1536185,501,1.253633
-2.1743405,501,2.468376
1.814471,88,2.724057
5.747631,501,3.919397
-0.70401585,204,4.432945
-0.4875778,501,5.651427
0.039245125,501,6.921375
3.0329053,501,8.176811
1.5865195,501,9.446083
0.96007156,34,9.597258
0.6566299,72,9.858067
-1.7064302,501,27.268957
-1.3077873,501,28.49532
-1.0973239,37,28.627701
0.48279306,128,28.971844
2.2930958,501,30.204083
4.4935575,501,31.434623
3.1154096,501,32.652352
0.33007938,501,33.871102
-0.723306,501,35.098325
2.133172,501,36.523792
-0.7417076,501,53.79734
1.9933002,501,55.034998
1.7887348,501,56.284287
0.9914167,283,56.976429
1.9927454,501,58.210809
-0.10716206,120,58.542346
0.10669387,501,59.742859
0.3186987,501,60.975098
2.3683116,169,61.415504
2.4892986,501,62.850569
0.34096104,262,79.628541
3.241004,501,80.87161
1.6153237,126,81.213616
-3.820053,501,82.523763
-0.205441,501,83.745323
-2.0661283,501,85.00797
3.0584238,501,86.23938
-4.916862,501,87.471034
-1.0083578,501,88.888318
-0.49269283,501,106.132295
0.25870252,501,107.378186
2.2725399,501,108.615879
2.4667313,222,109.16882
0.18657343,501,110.355109
-2.6829348,501,111.60843
0.49140185,501,112.846522
-5.5597916,501,114.100866
-0.6142931,501,115.27093
3.421198,501,129.439622
-5.7007046,501,130.68559
-0.9960409,501,131.93671
-1.5539227,501,133.188128
3.4929416,325,133.979558
-3.0238209,501,135.250057
1.5986307,235,135.846412
-5.027499,501,137.083762
-2.339802,501,138.316089
2.110594,173,138.763695
-3.1483169,501,155.541531
2.073686,501,157.041297
2.101727,501,158.541632
2.178165,399,159.660619
2.6258457,501,160.95225
1.8197699,80,161.191321
1.4027466,501,162.388993
5.097389,501,163.637777
-1.3099047,501,164.92193
1.5437472,501,181.648363
1.58242,501,183.171792
0.3962551,501,184.66826
1.0656399,501,186.083683
1.5359164,189,186.554214
-5.636374,501,187.859321
-1.8271786,501,189.088345
1.0243912,501,190.291514
1.5781165,501,191.506882
0.45080274,210,206.90502
4.142971,362,207.984107
2.4680417,501,209.473043
-1.9957379,501,210.931395
-0.44996184,72,211.192935
-2.8579264,501,212.463735
0.683886,501,213.690879
-1.0753151,501,214.893543
-2.3240335,501,216.104958
2.8457778,501,217.29567
0.1716855,501,234.026064
0.0818833,501,235.511441
-0.027869537,124,235.918513
1.8569988,501,237.421895
4.195118,501,238.715194
1.121286,501,239.950665
-0.25929025,501,241.143692
2.7154193,501,242.395091
-1.9169853,501,258.825504
2.278285,372,259.947402
4.213752,501,261.4619
1.5145043,501,262.980079
-1.5555638,501,264.456229
-0.5534731,501,265.694474
-2.2454896,501,266.97576
-3.0689845,501,268.223554
2.4815814,501,269.426031
3.3633766,501,285.933668
0.022822775,501,287.40314
-1.3383775,44,287.580915
-3.0110683,501,289.09165
3.4614794,501,290.587497
-0.37808567,36,290.745243
2.3346298,485,291.926656
2.1501405,238,292.543301
-4.028838,501,293.823333
-2.1972039,501,295.052898
1.6248696,94,295.330959
3.9429064,501,311.717369
3.2206073,501,313.198476
0.6851422,501,314.673291
3.0944278,501,316.162402
-1.429242,501,317.496745
1.0873843,144,317.888718
-0.3953554,501,319.129557
-0.46777302,501,320.337938
-1.9167253,501,321.566132
